Ship,Mode,Segment,Country,City,State,Postal,Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
Second,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Storage,6.6465,
Second,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Binders,6.132,
Standard,Class,Corporate,United,States,Pasadena,Texas,77506,Central,Office,Supplies,Appliances,1.624,2,0.8,,
Second,Class,Corporate,United,States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,,
Second,Class,Corporate,United,States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,,
Standard,Class,Consumer,United,States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0,35.156,,
Standard,Class,Corporate,United,States,Chapel,Hill,North,Carolina,27514,South,Office,Supplies,Art,14.016,,
Standard,Class,Consumer,United,States,Morristown,New,Jersey,7960,East,Office,Supplies,Fasteners,7.56,6,,
Standard,Class,Corporate,United,States,Cincinnati,Ohio,45231,East,Office,Supplies,Storage,37.208,1,0.2,,
Standard,Class,Corporate,United,States,Cincinnati,Ohio,45231,East,Office,Supplies,Envelopes,57.576,3,0.2,,
Second,Class,Corporate,United,States,San,Francisco,California,94110,West,Office,Supplies,Storage,725.84,4,,
First,Class,Consumer,United,States,San,Francisco,California,94109,West,Technology,Accessories,209.93,7,0,,
First,Class,Consumer,United,States,San,Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0,,
First,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Binders,10.92,3,,
First,Class,Corporate,United,States,Inglewood,California,90301,West,Office,Supplies,Paper,8.82,2,0,,
First,Class,Corporate,United,States,Inglewood,California,90301,West,Office,Supplies,Art,5.98,1,0,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Paper,11.648,2,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Paper,18.176,4,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Storage,59.712,6,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Labels,24.84,3,0.2,,
Second,Class,Consumer,United,States,Houston,Texas,77070,Central,Office,Supplies,Binders,2.08,5,0.8,,
Second,Class,Consumer,United,States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,,
Standard,Class,Consumer,United,States,Portland,Oregon,97206,West,Office,Supplies,Paper,141.76,5,0.2,,
Standard,Class,Consumer,United,States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,,
Standard,Class,Consumer,United,States,Portland,Oregon,97206,West,Office,Supplies,Paper,31.104,6,0.2,,
Second,Class,Corporate,United,States,Tamarac,Florida,33319,South,Office,Supplies,Binders,254.058,7,0.7,,
Second,Class,Corporate,United,States,Tamarac,Florida,33319,South,Office,Supplies,Appliances,194.528,2,0.2,,
Second,Class,Corporate,United,States,Tamarac,Florida,33319,South,Office,Supplies,Supplies,961.48,5,0.2,,
Second,Class,Home,Office,United,States,Columbus,Ohio,43229,East,Office,Supplies,Fasteners,19.096,7,,
Second,Class,Home,Office,United,States,Columbus,Ohio,43229,East,Office,Supplies,Labels,18.496,8,,
Second,Class,Home,Office,United,States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,,
Second,Class,Home,Office,United,States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,,
First,Class,Corporate,United,States,Colorado,Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,,
First,Class,Corporate,United,States,Colorado,Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,,
First,Class,Corporate,United,States,Colorado,Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,,
First,Class,Corporate,United,States,Colorado,Springs,Colorado,80906,West,Office,Supplies,Binders,78.6,5,,
First,Class,Corporate,United,States,Colorado,Springs,Colorado,80906,West,Office,Supplies,Fasteners,27.552,3,,
Standard,Class,Corporate,United,States,Belleville,New,Jersey,7109,East,Office,Supplies,Paper,32.4,5,,
Standard,Class,Corporate,United,States,Belleville,New,Jersey,7109,East,Office,Supplies,Storage,1082.48,8,,
Standard,Class,Corporate,United,States,Belleville,New,Jersey,7109,East,Office,Supplies,Paper,56.91,3,,
Standard,Class,Corporate,United,States,Belleville,New,Jersey,7109,East,Furniture,Furnishings,77.6,4,0,,
Standard,Class,Corporate,United,States,Belleville,New,Jersey,7109,East,Office,Supplies,Binders,14.28,1,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445,,
Second,Class,Corporate,United,States,New,York,City,New,York,10024,East,Furniture,Furnishings,26.8,,
Standard,Class,Corporate,United,States,Taylor,Michigan,48180,Central,Office,Supplies,Art,9.84,3,0,,
Standard,Class,Home,Office,United,States,Lakewood,New,Jersey,8701,East,Office,Supplies,Binders,45.48,,
Standard,Class,Home,Office,United,States,Lakewood,New,Jersey,8701,East,Office,Supplies,Art,289.2,,
First,Class,Consumer,United,States,Arlington,Virginia,22204,South,Office,Supplies,Art,4.89,1,0,,
Second,Class,Corporate,United,States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948,,
Second,Class,Corporate,United,States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.5114,,
Second,Class,Corporate,United,States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.7136,,
Second,Class,Corporate,United,States,Arvada,Colorado,80004,West,Office,Supplies,Labels,6.264,3,0.2,,
Standard,Class,Corporate,United,States,Hackensack,New,Jersey,7601,East,Furniture,Furnishings,87.54,3,0,,
Standard,Class,Corporate,United,States,Saint,Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,,
Standard,Class,Corporate,United,States,Saint,Petersburg,Florida,33710,South,Office,Supplies,Paper,15.552,3,,
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Art,99.136,4,0.2,,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10024,East,Furniture,Chairs,24.1568,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10024,East,Technology,Machines,1995.99,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10024,East,Technology,Phones,80.0226,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10024,East,Technology,Accessories,129.6,
Standard,Class,Home,Office,United,States,New,York,City,New,York,10024,East,Office,Supplies,0,13.071
Standard,Class,Corporate,United,States,Long,Beach,California,90805,West,Office,Supplies,Fasteners,7.16,2,,
Standard,Class,Corporate,United,States,Hesperia,California,92345,West,Office,Supplies,Binders,251.52,6,0.2,,
Standard,Class,Corporate,United,States,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0,34.9965,,
Second,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,0.9995,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.898,3,0.4,-67.8762,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Storage,54.224,2,0.2,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.744,4,0.3,-258.5016,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Labels,100.24,10,0.2,,
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Binders,37.764,6,0.7,,
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.4,-20.7,,
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,20.724,2,0.7,,
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Office,Supplies,Binders,4.896,3,0.7,,
Second,Class,Consumer,United,States,Los,Angeles,California,90045,West,Office,Supplies,Binders,4.752,1,,
Second,Class,Consumer,United,States,Los,Angeles,California,90045,West,Technology,Copiers,959.984,2,0.2,,
Second,Class,Consumer,United,States,Los,Angeles,California,90045,West,Office,Supplies,Binders,14.368,4,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Office,Supplies,Binders,7.712,2,,
Standard,Class,Corporate,United,States,San,Francisco,California,94122,West,Furniture,Tables,698.352,3,0.2,,
Second,Class,Consumer,United,States,Layton,Utah,84041,West,Office,Supplies,Fasteners,4.96,4,0,,
Second,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Art,17.856,4,0.2,,
Second,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Binders,509.97,10,0.7,,
Second,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Office,Supplies,Fasteners,30.992,13,0.2,,
Second,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.928,12,0.4,8.3916,,
Standard,Class,Consumer,United,States,Austin,Texas,78745,Central,Office,Supplies,Storage,88.8,4,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94122,West,Technology,Phones,47.976,3,0.2,,
Standard,Class,Consumer,United,States,Lowell,Massachusetts,1852,East,Office,Supplies,Art,7.56,3,0,,
Standard,Class,Consumer,United,States,Lowell,Massachusetts,1852,East,Office,Supplies,Paper,24.56,2,0,,
Standard,Class,Consumer,United,States,Lowell,Massachusetts,1852,East,Office,Supplies,Art,12.96,2,0,,
First,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Technology,Accessories,2.3086,
First,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0,11.5432
First,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0.2,1.0668
First,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0,23.0864
First,Class,Home,Office,United,States,New,York,City,New,York,10009,East,Office,Supplies,0.2,1415.4296
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Furniture,Bookcases,388.704,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Envelopes,3.7996,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Art,6.9864,
Standard,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Paper,15.824,
Standard,Class,Corporate,United,States,Charlotte,North,Carolina,28205,South,Office,Supplies,Paper,36.24,5,,
First,Class,Corporate,United,States,Columbus,Georgia,31907,South,Office,Supplies,Appliances,647.84,8,0,,
First,Class,Corporate,United,States,Columbus,Georgia,31907,South,Office,Supplies,Labels,20.7,2,0,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Labels,9.936,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Furniture,Chairs,488.646,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Art,1.4456,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Furniture,Furnishings,47.12,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Storage,211.96,4,,
Same,Day,Corporate,United,States,Manchester,Connecticut,6040,East,Office,Supplies,Binders,23.2,4,0,,
Same,Day,Corporate,United,States,Manchester,Connecticut,6040,East,Office,Supplies,Supplies,7.36,2,0,,
Same,Day,Corporate,United,States,Manchester,Connecticut,6040,East,Office,Supplies,Storage,104.79,7,0,,
Same,Day,Corporate,United,States,Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.92,4,0,271.4192,,
Standard,Class,Consumer,United,States,Harlingen,Texas,78550,Central,Office,Supplies,Paper,25.92,5,0.2,,
Standard,Class,Consumer,United,States,Harlingen,Texas,78550,Central,Office,Supplies,Storage,53.424,3,0.2,,
Standard,Class,Consumer,United,States,Tucson,Arizona,85705,West,Office,Supplies,Binders,8.16,5,0.7,,
Standard,Class,Consumer,United,States,Tucson,Arizona,85705,West,Technology,Accessories,1023.936,8,0.2,179.1888,,
Standard,Class,Consumer,United,States,Tucson,Arizona,85705,West,Office,Supplies,Art,9.24,1,0.2,,
Standard,Class,Consumer,United,States,Tucson,Arizona,85705,West,Technology,Accessories,479.04,10,0.2,-29.94,,
First,Class,Corporate,United,States,Quincy,Illinois,62301,Central,Office,Supplies,Paper,99.136,4,0.2,,
Standard,Class,Corporate,United,States,Franklin,Massachusetts,2038,East,Furniture,Tables,1488.424,7,0.3,-297.6848,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Appliances,8.652,3,0.8,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Storage,23.832,3,0.2,,
Standard,Class,Consumer,United,States,Houston,Texas,77095,Central,Office,Supplies,Binders,12.176,4,0.8,,
First,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Paper,50.96,7,,
First,Class,Corporate,United,States,San,Francisco,California,94109,West,Office,Supplies,Binders,49.536,3,,
Second,Class,Corporate,United,States,Taylor,Michigan,48180,Central,Technology,Accessories,41.9,2,0,8.799,,
Standard,Class,Consumer,United,States,Pembroke,Pines,Florida,33024,South,Furniture,Tables,375.4575,3,0.45,,
Standard,Class,Consumer,United,States,Pembroke,Pines,Florida,33024,South,Technology,Accessories,83.976,3,0.2,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,482.34,4,0.7,-337.638,,
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,2.96,1,0.2,0.777,,
First,Class,Consumer,United,States,Cincinnati,Ohio,45231,East,Office,Supplies,Art,2.624,1,0.2,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Office,Supplies,Binders,7.884,
Standard,Class,Consumer,United,States,New,York,City,New,York,10009,East,Technology,Accessories,39.98,,
Second,Class,Consumer,United,States,Des,Moines,Washington,98198,West,Technology,Phones,246.384,2,0.2,,
Second,Class,Consumer,United,States,Des,Moines,Washington,98198,West,Technology,Copiers,1799.97,3,0,,
Second,Class,Corporate,United,States,Peoria,Illinois,61604,Central,Office,Supplies,Binders,12.462,3,0.8,,
Standard,Class,Home,Office,United,States,Las,Vegas,Nevada,89115,West,Office,Supplies,Binders,75.792,,
Second,Class,Corporate,United,States,Warwick,Rhode,Island,2886,East,Office,Supplies,Storage,49.96,2,,
Second,Class,Corporate,United,States,Warwick,Rhode,Island,2886,East,Office,Supplies,Paper,12.96,2,,
Standard,Class,Home,Office,United,States,Jackson,Michigan,49201,Central,Office,Supplies,Supplies,70.12,4,,
Second,Class,Consumer,United,States,Houston,Texas,77036,Central,Office,Supplies,Storage,35.952,3,0.2,,
Second,Class,Consumer,United,States,Houston,Texas,77036,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528,,
Second,Class,Consumer,United,States,Houston,Texas,77036,Central,Office,Supplies,Storage,131.136,4,0.2,,
Second,Class,Consumer,United,States,Houston,Texas,77036,Central,Technology,Accessories,57.584,2,0.2,0.7198,,
First,Class,Consumer,United,States,Miami,Florida,33180,South,Office,Supplies,Paper,9.568,2,0.2,,
Standard,Class,Corporate,United,States,Wilmington,North,Carolina,28403,South,Office,Supplies,Art,39.072,6,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Appliances,9.6957,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Technology,Accessories,179.95,5,0,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Technology,Copiers,1199.976,3,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Paper,27.15,5,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Furniture,Tables,1004.024,7,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Paper,9.68,1,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Labels,28.35,9,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Office,Supplies,Paper,55.98,1,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Furniture,Bookcases,1336.829,13,0.15,,
Standard,Class,Consumer,United,States,San,Francisco,California,94110,West,Furniture,Chairs,113.568,2,0.2,,
Standard,Class,Corporate,United,States,Seattle,Washington,98105,West,Office,Supplies,Paper,139.86,7,0,,
Standard,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Chairs,307.136,4,0.2,26.8744,,
Standard,Class,Consumer,United,States,Huntington,Beach,California,92646,West,Office,Supplies,Art,95.92,8,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90004,West,Furniture,Chairs,383.8,5,0.2,,
Standard,Class,Corporate,United,States,Richmond,Kentucky,40475,South,Office,Supplies,Paper,5.78,1,0,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90045,West,Office,Supplies,Art,9.32,4,,
Standard,Class,Corporate,United,States,Los,Angeles,California,90045,West,Office,Supplies,Envelopes,15.25,1,,
First,Class,Consumer,United,States,Louisville,Colorado,80027,West,Technology,Accessories,196.752,6,0.2,56.5662,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,56.56,4,0,14.7056,,
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Office,Supplies,Storage,32.7,3,0,,
Second,Class,Consumer,United,States,Jackson,Mississippi,39212,South,Furniture,Chairs,866.4,4,0,225.264,,
Second,Class,Corporate,United,States,Canton,Michigan,48187,Central,Furniture,Furnishings,28.4,2,0,11.076,,
